titles,reviews
내 이름은 김삼순,"사랑이야기안에서 진짜 나를 찾는 드라마 삼순이가 삼식이했다!!!!그 시절 30세 여자는 노처녀라고 불렸고 새로운 도전을 하기엔 너무 늦은 나이라고 했었는데.. 이제 보니 정말 무엇이든 새로 시작하기에 충분한 나이였다30대 초반 김삼순이 노처녀이던 시대 비빔밥 맛있게 비벼먹던 짤이 떠오른다다시봐도 너무 재미있는 드라마^^서른살이 되면 이 드라마를 한번 더 볼 생각이다진짜 재밌게 봤던 기억이 새록새록하네요그치, 현빈앓이는 여기서부터 시작이지!!최고의 드라마！지금 보면 촌스러운 면도 많지만, 인물들 만큼은 세련된 면모가 참 많네요. 쉬는 날 정주행하며 추억에 젖고 싶은 분들께 강추합니다.사랑하라 한번도 상처받지 않은 것처럼을 인간화 하면 삼순이지 않을까?현빈 🐶싸가지지만 🐶리즈. 삼순이 자기 일 자기 사랑 쟁취할 줄 아는 멋진 여자내 인생드라마아악 이거완전 미친놈이네중국에 있을때 몰아봤다. 시간잘가더라~마지막 화가 방영되던 날, 당시 복무 중이던 군부대에서 처음으로 취침 점호를 쉬고 다같이 TV에 앉았다.Perfect in every way !고딩때보고 30대끝자락에서 다시보니 삼순이가 나이 서른에 노처녀라는게 세월이 변하긴 변했구나라는게 느껴짐 요즘은 서른이면 한창인데🥲 지금보니 삼순이 삼식이 커플 너무 귀엽다🙊그시절 중학생이던 내가 보기엔 삼순이는 영락없는 노처녀였는데 지금보니 가장 뜨거운 청춘이었다. 일과 사랑 두마리 다 잡은 멋진 여성저 때 그 감성으로는 진헌은 분명히 멋있었는데, 지금에 나는 그저 환승하는 쓰렉션으로 보임.내가 10번 넘게 본 드라마 진짜 대사 하나하나가 주옥같았지~~!! 김선아 현빈도 신선하고 좋았고 그때 그시절이 그립구나~ 현빈의 풋풋했던 시절을 볼수 있고 감동있는 드라마 강추김선아와 현빈, 정려원과 다니엘헤니.. 그리고 파티셰와 비빔밥. 케미의 대향연! 만인의 손에 꼽히는 로코.😁왜 이이리 웃겨 김삼순 이름으로 웃기는 드라마지나고보니 삼순이가 어렸다김선아님께 완전히 빠진 드라마였어요 삼순이 또 보고싶네요한참 힘들 때 위로가 되어 준 나의 인생 드라마🫶시간이 많이 지났지만 아직도 좋아하는 작품 중 하나ㅎㅎ"
"에밀리, 파리에 가다 시즌 3",에밀리에게 이제 좀 지친다. 에밀리~ 컴온! 하지만 시즌4를 또 기다린다. 에밀리~ 컴온!!.도파민이 기어코 나를 여기까지 끌고왔구나. 얘들아 제발 그때그때 말 좀 하면 안 되겠니?
진검승부,진검승부 재밌어요 어디로 튈지 검사 진정ㅎㅎ 보면서 스트레스 풀립니다도경수가 파크로?를 하네요 본방때 못보고 웨이브에서 봤는데 경수님 연기에 반하고 액션과 흥미로운전개로 재밋게 봤어요 시즌2나오길I Love Kyungsoo법이라는 제도를 이용해서 편하게 살아가는 나쁜 사람들 소탕하는 검사라니 완벽한 판타지 드라마. 개그 타율이 낮고 스토리 전개는 선의에만 의지하고 치밀함이 부족한 모습임.진검 ㅋㅋㅋㅋㅋ 너무 매력적입니다연기가 좋아서Actor doh💙나는 이 드라마를 좋아한다. 도경수 진짜 멋있다속도감이...진짜 미친듯이 빨라서 답답할 틈이 없음대뜸 모 일본 드라마의 기무라 타쿠야가 그리워졌다.아직은 알쏭달쏭하다 스토리가 약한듯. 다음편을 볼까? 글쎄..?
미스핏츠 시즌 1,난 너무 착해서 똘아이에 미치고 야한 건 못 보나봐사회의 바닥에서 시작하는 루저들의 신나는 초능력 세상도덕성이고 나발이고 재미 하나는 보장해준다시리즈 3까진 생각보다 재미있음
위기의 주부들 시즌 1,평화로워보이는 이 동네에서 버텨내려면 보통 멘탈가지고는 어림도 없다(여성)캐릭터들이 하나하나 살아있는듯 매력적이다재밌어요아찔한 내로남불과 스릴 넘치는 범죄 추리가 절묘하게 혼합되어 아드레날린을 마구 자극했던 위기의 주부들. 꽤 장기간 사랑받았었는데 내가 시즌 몇까지 봤는지 기억이 가물가물하다;;
나만 빼고 초능력,아 왜케 음악 잘까는거야 ㅠㅠ이력서에 초능력 한 줄 쓰기 위한 발버둥
실리콘 밸리 시즌 1,본격 잠 부족 드라마..파이드 파이퍼의 시작.
섹스 라이브즈 오브 칼리지 걸스 시즌 1,초반의 유쾌했던 재미를 끝까지 느끼기에는 살짝 지루한 감도 없지 않았지만 활기차고 엉뚱한 매력이 넘치는 사랑스러운 그녀들을 보고 있자니 그냥 절로 웃음이 나온다. (1~10화)섹스시티 대학생버전 정도 젊어서그런가 더 즉흥적이과 과감.. 근데 공부는 언제하는걸까..엄청재밌습니다 강추해요 ㅎㅎ
애봇 초등학교 시즌 4,빨리와.......
요괴 셰어하우스 ~다시 돌아왔어요괴~,시즌1보단 좀 끼워맞추는 기분이 있지만 소재의 참신함으로 넘어갈만하다
닭강정,"아 이 병맛 드라마를 어쩌면 좋아요 ㅋㅋㅋ나는 왜 이걸 보고 있는가난 왜 이시간에 닭강정을 먹고있는것인가취향의 차이라 할 수 있을까. B급 감성과 유머가 맞는다면 볼만하고 아니라면 바로 스킵 할. 감독이 누구야? 라고 묻는다면...아마 다들 고개를 끄덕일듯.이게 실사화 되는 것부터 놀라움의 연속 B급 개그의 향연과 개연성은 미스테리한 기계만큼이나 난해한데 또 계속 봐진다.. 실소하며 보고있는 날 발견하게 된다ㅋㅋㅋ개그도 같이 웃을 수 있어야 유쾌한 법.이젠 이병헌 작품을 볼 때는 인내심을 챙겨야 한다.이병헌도 거품이 빠지는 느낌이다, 병맛으로 웃기고 특유의 말장난도 극한직업의 연장선이라 신선하지도 유쾌하지도 않을 뿐더러, 오버스러움이 주는 즐거움도 반복되니 고통과 억지만 남는다코믹이란 이런것달콤하고 가벼운 맛, 맵짠한 그 맛을 지나 씁쓸하고 눅눅한 튀김옷 맛까지.. 인간으로서 모두와 추억을 만들며 살아간다는 데 감사한.몇번을 껐다가 켰다가 시도했지만 무슨 말인지 도무지 모르겠음초반에 뇌절이지만 나름 웃겨서 좋았는데 후반에는 재미도 없고 뇌절도 심하다웹툰 원작은 재밌던데 왜 실사는 ...? 웃길려고 억지로 발악하는거 같아서 별로임 그리고 안웃겨....더 강력해진 병맛 드립력. 말이 안되는데 이게 되네.. 진정한 세계평화의 진수가 담겼다. 이병헌 유니버스의 시작.호불호 거의 없이 사랑받는 음식처럼 모두가 사랑하고 사랑받는 세상이 되길 바란다병맛이지만 가볍게 재밌게 보기 좋은 영화 넷플릭스의 탁월한 선택억텐이 있긴 하지만 나름 웃김믿고보는 주연 들배우들의 연기가 아깝다어디까지 하나 궁금해서 끝까지 봄오랜만에 크게 웃으면서 본 드라마보는내내 짜증 돋는다특이한 코미디 요소가 많으면 그만큼 받쳐주는 연출과 스토리가 있는 닭강정.. 처음 뭐지? 하던 것들이 모두 복선이 되고 복선인지 몰랐던 자연스러웠던것도 모두 다 복선 그냥 천재임새콤달콤한 닭강정 같은 대사의 향연! 이런 B급 코미디 굿...예미들 보고 있나!웹툰으로 볼 건 그냥 웹툰으로 보자 억텐으로 웃기려고 노력하는게 민망할 지경뇌절 자가복제를 피하려다 오히려 더 뇌절이 되어 버린...드림 때도 그렇고 뭔가 힘이 잔뜩 들어간 듯 그냥 멜로가 체질, 극한직업 정도만 해줘도 딱 좋은데 아쉽다ㅠㅠ아냐, 내가 늘 바란 건 하나야 한 개뿐이야 달디단 닭강정언어유희 말장난과 웃긴상황들이 감독의 전작보다 더 진하고 강한 자기주장을 띈다. 그래서 유머코드가 조금이라도 맞지않으면 취향을 많이 탈 듯하다.외국 B급병맛 영화 좋아하면 추천.후반부로 갈수록 너무 난해하다... 좀만 다 뻔했어도 좋았을텐데"
경이로운 소문,"K-신파 좀 빼라 제발이 드라마 촬영팀의 일원으로 의리로 다 봤어요. 당시 상황이(10시이후 가게들 영업종료) 드라마에겐 너무 좋아 잘되었다는 평을 받은 드리마. 지금 나왔으면 별들에게 랑 용호쌍박초반에 주위를 끄는 유머스럽고 과장된 스토리로 잘 가는가 싶지만 뒤로 갈수록 그닥 집중이 잘 되지는 않았던 드라마내 느낌유치하고 허술하지만 통쾌하고 빠른 전개, 생각없이 즐기며 볼 수 있어 좋았는데 뒤로갈수록 더욱더 유치하고 허술하며 지루함까지;; 이런 드라마에 왜 꼭 신파를 넣어야만 하나더 재밌어도 좋았을텐데 아쉽네"
힘쎈여자 도봉순,"도봉도봉!!! 박보영의 귀여움과 파워가 뭉쳤다!!!저는 너무 유치한 것 같았어요. 오버하는 연기가 어색했던 것 같아요.강남순 보다가 실망해서 도봉순 재주행함... 강남순도 나쁘지는 않은편이지만 도봉순이 너무 강렬했다...로코에서 케미가 무엇인지 보고 싶다면 이 드라마나는 이 작품이 매우 좋았다. 사실상 힘캐 초능력을 지닌 여주의 좌충우돌까지. 도봉순이란 캐릭터는 매우 신선했다. 박보영은 거기에 딱 알맞는 연기를 해줬고.완벽했던 드라마 무엇보다 박형식,박보영이 너무 잘 어울렸었다!"
태양의 후예,"ㅜㅜ 이들의 캐미와 대본의 조화는 정말 엄지척. 들마는 들마로만 기억하겠소이런게 드라마지 현실성은 떨어지지만 그안에서 또 많은걸 느끼게해준 드라마 OST까지 너무 좋은 작품딱 김은숙 드라마. 현실성이 없는듯 하지만 그안에서 설레고. 판타지스러운 부분도 드라마라 이해가능한. 그 적절함이 잘 녹아있는 드라마. 유치하지만 본방을 달리게 만들었던 매력.드라마라는 말이 딱!! 어울리는 작품군복 입은 모습만으로도 충분히 멋있다고 느껴지는 드라마였어요. 설렘 주는 드라마.김은숙 작가님 진짜 respect!진짜 오글거리고 싫은데, 왜 히트 쳤는지 단번에 알수 있는 그런 작품다시 봐도 재밌는 작품. 유시진같은 남자 없어요ㅠㅠ레전드 작품이죠!! 드라마상에서의 두 커플 모두 응원했고 설렜습니다진짜 송중기님 연기너무잘하고 송혜교언니도 연기너무잘해서 태양의후예재밌게잘봤어요 송중기님 연기는 그저빛이나요가슴 시리게 잼있게 봤었던,,다시보면 오글거리고 유치하고 옥의티도 많이 보이지만, 가끔 한번씩 보게되는 드라마😁백번도넘게본드라마^^ 대사도 다 외울만큼 많이봤는데도 볼때마다 재밌고 정말 잘 만들어진드라마인것같습니다 O.s.t까지 완벽한 드라마보고싶게 만드는 매력내용과 대사가 좋은 작품강모연과 유시진은 행복하게 살았답니다김지원과 송중기의 미모가 돋보임. 작품의 개연성은 조금 떨어지고 유치하지만 배우들이 하드캐리.현실성보다 더 중요한 것은 얼마나 환상을 잘 이끌어내는가대한민국 군대는 송중기가 다 버려놨지만 송송커플처럼 연애하면 무척 즐겁고 유쾌할 것 같다판타지면 뭐 어떤가...재밌는데!괜히 한번씩 보고 싶은,목소리도 예쁘다ㅏ진짜 인생드라마다 이건..현실성은 없지만 가장 재밌게 본 로코물현실성이 떨어지지만 그럼에도 불구하고 계속 찾게되는 드라마인생드라마에요 후유증 개 씨게 남음명장면을 많이 남기고 ost도 너무 좋은 드라마임 현실성이 없지만 스토리는 좋았음드라마의 묘미란 이런거지. 현실감 없는 낭만과 로맨스가 가득한 스토리. 배우들의 얼굴과 연기합이 조화로워 몰입도가 엄청난 작품이다. 명품 OST까지 손꼽는 완벽 드라마.야자 쉬는시간에 반에서 몰래 보던 추억..인기 작가의 무쌍록"
도망치는 건 부끄럽지만 도움이 된다,오스트가 너무 좋아서 아직도 종종 듣는데 내용도 재밌어서 좋았음. 각키와 호시노 켄의 케미가 회를 거듭할수록 좋아져서 보는 맛이 있음 엔딩때 코이댄스 추는 배우들 너무 귀여움전반적으로 유쾌하고 흥미진진한 로맨틱코미디이지만 사실 제법 무거운 소재들을 많이 다루고 있다. 여성 인권을 더불어 성소수자와 미혼모 등등 자칫 굉장히 무거워지고 어려워질 수 있는 ...각키와 호시노겐이 이 드라마로 실제 부부가 됐다니… 귀엽고 잘 어울리는 커플이다 ㅎㅎ 내용은 무난하게 볼만한거같다 !! 좋은 메세지가 많이 담겨있다 !
술꾼도시여자들 2,"벌써 탄생한 2023년 최악의 드라마, 최악의 속편.2는 확실히 답답하고 캐릭터가 매력있어보이지가않음ㅠㅠ기대 없이 본 시즌 1은 좋았는데.. 모두의 기대 속 시즌 2는 사실 아쉽다."
상속자들,"나, 최영도 좋아하냐? 내 인생 서브남주캐 ㅠㅠ 사랑했다 증말...♡김은숙 작가는 메인보다도 서브남 서사를 맛깔나게 그리는 재주가 있다. 영도야…하...! 이 드라마도 과몰입해서 봤었죠또 보고싶은......오글거리고 옛날 작품이라고 하지만 막상 보면 멈출 수 없는 드라마재미없는 남주, 여주. 둘의 서사를 설득 못한 드라마. 하지만 재미있는 다른 캐릭터가 있어 다 본 드라마.이민호 김우빈 투샷은 힐링 그 자체! 노래부터 서사에 인물들까지 스토리도 탄탄하고 오글거리는데 재밌음사탄의 학교에 루시퍼의 등장ㅋㅋㅋㅋ"
뷰티 인사이드,"영화도 보고 드라마로도 봤지만 드라마가 좀더 재밌었다.서현진 이민기 연기짱짱👍외면이 아니라 내면의 사랑을 보여주는 드라마 여주인공이 비련하지 않아서 좋았고 남주인공이 물불안가리는 불도저 사랑꾼이 아니라서 더 보기 좋은 드라마영화도 참 별로로 봤지만 한치앞의 예상을 넘어서지 않는 수준의 각본과 각색. 게다가 동종업계에 대한 예의와 배려는 없는 찌라시관한 에피소드는 할말하않이고 이다희의 다시 또 발견뿐.몇번을 봐도 재미있고 감동적인 드라마입니다잘 풀어낸 영화의 드라마화무엇보다 당당하고 자신있는 주체성 강한 한세계와 강사라 같은 여자주인공들이 있는 드라마여서 너무 좋았다 영화와는 달리 남자주인공에게 부여된 설정도 마음에 들었음메인 커플 서사도 재미있었지만 모든 클리셰를 뒤엎는 서브 커플의 서사가 흥미로웠다. 모두들 행복하길성공적인 드라마화지만, 정작 판타지 요소가 없는 서브 커플의 서사가 더 인상적이다.한편의 영화와는 또 다르다. 말도 안되는 내용이지만 나름 재미있었으며, 무엇보다 서현진의 연기가 다 했던 드라마.외면이 아닌 내면을 들여다보게 하는 드라마.서현진이 하드캐리한 드라마. 제일 좋아하는 드라마중 하나가 된.. 오늘의 ""한세계""는 여기까지 라는 대사가 마지막인게 좋았습니다.웃고 울며 즐기며 볼 수 있는 드라마.진짜 너무 너무 힐링 드라마고 제 인생작입니다 몇 번을 봐도 질리지 않고 배우들 연기에도 감탄하고 극본이 진짜 너무 좋아요 ㅜㅜ저 서현진 팬이에요완벽하지 않더라도 사랑함. 이게 드라마를 관통하는 내용이지 않을까.광고, 영화, 드라마 중에 드라마가 제일 나중에 나왔는데 드라마가 제일 좋았다""오늘의 ○○○은 여기까지~"" 이 대사가 모든걸 말해주는구나영화와는 색다른 매력남주 영화에서 여주 드라마로의 완벽한 변화 얼굴이 항상 바뀐다는 것은 어떤 걸 의미할까? 영화는 그 혼란함을 설명했는데, 이 드라마는 기간이 달랐기에 다른 것을 다뤘다.진부하고 뻔한데 계속 보게 되는 류. 서도재 역을 이민기 아닌 다른 사람이 맡았다면 더 좋았을지도. 전작과 너무나도 비슷한 연기."
