symbol,title,summary,category
CNQ,Canadian Natural Resources And 2 More Top TSX Dividend Stocks,"The Canadian market has shown robust performance, with a 10% increase over the past year and earnings expected to grow by 15% annually. In this thriving environment, dividend stocks like Canadian Natural Resources stand out as appealing options for investors looking for steady income and potential growth.",Energy
CNQ,Canadian Natural Resources Maintained at Buy at TPH Ahead of Q2 Results; Price Target at C$58.00,Canadian Natural Resources Maintained at Buy at TPH Ahead of Q2 Results; Price Target at C$58.00,Energy
CNQ,Destructive Wildfires Disrupt Canadian Oil Sands Production,"Several key oil sands producers, including Canadian Natural Resources (CNQ), Imperial Oil (IMO) and Suncor Energy (SU), are facing threats to their outputs.",Energy
CNQ,Is the Options Market Predicting a Spike in Canadian Natural (CNQ) Stock?,Investors need to pay close attention to Canadian Natural (CNQ) stock based on the movements in the options market lately.,Energy
CNQ,UBS on Second-Quarter Oil-Sands Production,UBS on Second-Quarter Oil-Sands Production,Energy
CNQ,Canadian Natural Resources And 2 Other Top Dividend Stocks On The TSX,"Amidst a shifting economic landscape marked by the Bank of Canada's recent rate cuts and anticipated further easing, investors are navigating through evolving market conditions. In this context, dividend stocks such as Canadian Natural Resources emerge as potentially attractive options for those seeking income in addition to possible capital appreciation in a more cautious economic environment.",Energy
CNQ,Three TSX Dividend Stocks Offering Yields From 3.3% To 7.1%,"The Canadian market has shown positive momentum, with a 1.2% increase over the last week and an impressive 11% rise over the past year. With earnings expected to grow by 15% annually in the near future, dividend stocks could be particularly appealing for investors seeking both growth potential and steady income streams.",Energy
CNQ,Canadian Natural Resources And Two More TSX Dividend Stocks,"Amidst a backdrop of moderating inflation and anticipated rate cuts by the Bank of Canada, the Canadian market presents a unique landscape for investors considering dividend stocks. In such an environment, companies with strong fundamentals and a history of consistent dividend payments can offer both stability and potential income growth.",Energy
CNQ,3 Oil & Gas Stocks to Buy Now: June 2024,"Oil and gas stocks have gotten left out of the party in 2024. The price of crude oil dipped below $80 per barrel in April and has not risen much past that mark as investors fret about a potential economic slowdown. Natural gas has rebounded a bit recently, but it is still below $3 per British thermal unit (BTU), compared to a peak price of around $10 back in 2022. On the one hand, inflation is coming down, and that could pave the way for interest rate cuts and boost economic activity. But some i",Energy
CNQ,Canadian Natural Resources Ltd's Dividend Analysis,"Canadian Natural Resources Ltd (NYSE:CNQ) has recently declared a dividend of $1.05 per share, set to be paid on July 5, 2024, with the ex-dividend date on June 17, 2024. This announcement has drawn attention not only to the upcoming payment but also to the company's consistent dividend history, its yield, and growth rates.",Energy
CNQ,Is Canadian Natural Resources Ltd (NYSE:CNQ) the Best International Oil Dividend Stock?,"We recently compiled a list of 12 Best International Dividend Stocks to Buy Now. Since Canadian Natural Resources Ltd (NYSE:CNQ) ranks higher on our list, we have analyzed the stock in detail. As we move toward the second half of 2024, investors are eagerly preparing for the direction that the stock market will take for […]",Energy
CNQ,3 TSX Dividend Stocks With Yields Up To 4.2%,"In recent times, the Canadian market has shown resilience amidst global economic fluctuations, with particular attention on stable dividend-yielding stocks as a potential harbor for investors seeking consistent returns. As market conditions continue to evolve, understanding the characteristics of strong dividend stocks—such as robust financial health and a history of reliable payouts—becomes crucial for those looking to fortify their investment portfolios against uncertainty.",Energy
CNQ,"Zacks Industry Outlook Highlights Canadian Natural Resources, Ovintiv and Obsidian Energy","Canadian Natural Resources, Ovintiv and Obsidian Energy are part of the Zacks Industry Outlook article.",Energy
CNQ,3 Stocks in the Canadian Upstream Industry Worth Some Thought,"Following a careful analysis of the Zacks Oil and Gas - Exploration and Production - Canadian industry, we advise focusing on companies like CNQ, OVV and OBE.",Energy
CNQ,"Top Stock Reports for Apple, Mastercard & Amgen","Today's Research Daily features new research reports on 16 major stocks, including Apple (AAPL), Mastercard (MA) and Amgen (AMGN), as well as two micro-cap stocks Utah Medical Products, Inc. (UTMD) and Bridger Aerospace Group Holdings, Inc. (BAER).",Energy
CNQ,"The Zacks Analyst Blog Highlights Stocks recently featured in the blog include: Suncor Energy, Pembina Pipeline and Canadian Natural Resources","Suncor Energy, Pembina Pipeline and Canadian Natural Resources are included in this Analyst Blog.",Energy
CNQ,Trans Mountain Expansion Pipeline in Service: A Quick Rundown,"The likes of SU, PBA and CNQ, among others, stand to gain from better market access and improved pricing following the Trans Mountain oil pipeline expansion.",Energy
CNQ,Exploring Top TSX Dividend Stocks In May 2024,"As the Canadian market continues to benefit from moderating inflation trends and a robust economic backdrop, investors are increasingly looking towards stable income-generating options. In this context, dividend stocks emerge as particularly appealing investments, offering potential for steady returns amid fluctuating market conditions.",Energy
CNQ,Canadian Natural Resources (CNQ) is a Top Dividend Stock Right Now: Should You Buy?,"Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does Canadian Natural Resources (CNQ) have what it takes? Let's find out.",Energy
CNQ,Inflation-Proof Picks: 3 Stocks That Can Thrive Even as Prices Soar,"Inflation has turned into quite a sticky problem. At first, economists had assumed that the recent inflation spike was primarily driven by the pandemic and related shocks. The problems with supply chains, labor availability and others were supposedly just a blip rather than a structural change in the economy. Many economists used the word “transitory” to describe how inflation was going to be a quickly passing event. But Russia’s invasion of Ukraine prolonged the inflationary surge as the prices",Energy
CNQ,15 Fastest-Growing Cities in Canada,"In this article, we will take a look at the 15 fastest-growing cities in Canada. If you want to skip our discussion on the country’s population trends, you can go directly to the 5 Fastest-Growing Cities in Canada. Canada ranks as the world’s second-largest country by land area, following Russia. Despite its vast area, the […]",Energy
CNQ,Canada pipeline squeeze set to return despite Trans Mountain start-up,"As Canada's oil industry celebrates the start of the Trans Mountain pipeline expansion (TMX), some company executives and analysts are already warning that long-term production growth plans will depend on new takeaway capacity becoming available. TMX, which started commercial operations last week after years of delays, will ship an extra 590,0000 barrels per day (bpd) of oil from Alberta to the Pacific Coast. The expansion provides Canada, the world's fourth-largest oil producer, with ample pipeline space for the first time in over a decade and has helped lift benchmark heavy oil prices.",Energy
CNQ,Canadian Natural Resources (TSE:CNQ) Has Announced A Dividend Of CA$1.05,The board of Canadian Natural Resources Limited ( TSE:CNQ ) has announced that it will pay a dividend on the 5th of...,Energy
CNQ,Canadian Natural Resources Limited (NYSE:CNQ) Q1 2024 Earnings Call Transcript,"Canadian Natural Resources Limited (NYSE:CNQ) Q1 2024 Earnings Call Transcript May 2, 2024 Canadian Natural Resources Limited misses on earnings expectations. Reported EPS is $1.02 EPS, expectations were $1.04. CNQ isn’t one of the 30 most popular stocks among hedge funds at the end of the third quarter (see the details here). Operator: Good morning. […]",Energy
CNQ,Yacktman Asset Management's Strategic Moves in Q1 2024: A Focus on Pioneer Natural Resources Co,"Insight into Yacktman Asset Management (Trades, Portfolio)'s Latest 13F Filing",Energy
CNQ,Canadian Natural Resources (CNQ) Lags Q1 Earnings Estimates,"Canadian Natural Resources (CNQ) delivered earnings and revenue surprises of -1.92% and 1.75%, respectively, for the quarter ended March 2024. Do the numbers hold clues to what lies ahead for the stock?",Energy
CNQ,Update: Canadian Natural Resources Q1 Adjusted Net Earnings Decline; National Bank of Canada Says Results Aligned with Estimates,Update: Canadian Natural Resources Q1 Adjusted Net Earnings Decline; National Bank of Canada Says Results Aligned with Estimates,Energy
CNQ,Canadian Natural Resources Maintained at Buy at TPH After Q1 Results; Price Target at C$115.00,Canadian Natural Resources Maintained at Buy at TPH After Q1 Results; Price Target at C$115.00,Energy
CNQ,Canadian Natural Resources Q1 Adjusted Net Earnings Decline,Canadian Natural Resources Q1 Adjusted Net Earnings Decline,Energy
CNQ,"UPDATE 2-Canadian Natural Resources misses first-quarter profit estimates on lower sales, pricing","Canada's largest oil and gas producer Canadian Natural Resources missed analysts' estimates for first-quarter profit on Thursday, hurt by lower-than-expected production, along with a decrease in sales and realized pricing. The firm posted an adjusted profit of C$1.37 per share, below analysts' average estimates of C$1.48 per share, according to LSEG data. The company in its outlook for 2024 in December said that it expects to drill more wells in the second half and exit the year with higher production to better align with market fundamentals and improved commodity pricing.",Energy
CNQ,Canadian Natural Resources considering major expansion of Horizon oil sands mine,"(Reuters) -Canada's largest oil and gas producer Canadian Natural Resources is looking at opportunities to significantly increase bitumen output at its main oil sands mine, the company said on Thursday. President Scott Stauth said the company is considering a 195,000 barrel-per-day (bpd) expansion at its Horizon mining and upgrading plant in northern Alberta through new extraction and treatment processes. Previously the company said it could add 75,000 bpd of bitumen, but Stauth said Canadian Natural had been able to enhance engineering and scale up the processes.",Energy
CNQ,UPDATE 1-Canada regulator approves final permits for Trans Mountain pipeline expansion,"The Canada Energy Regulator (CER) on Tuesday approved the final permits for the Trans Mountain oil pipeline expansion, clearing the way for the project to start operating after years of delays and massive cost overruns. Trans Mountain said this month the pipeline would start operating on May 1, but some shippers including Canadian Natural Resources Ltd, were skeptical it would receive all necessary permits from the CER in time. The pipeline is now authorized to carry crude from Trans Mountain's Edmonton Terminal in Alberta to its Westridge Marine Terminal in British Columbia, the regulator said in a statement.",Energy
CNQ,Ovintiv (OVV) Expected to Beat Earnings Estimates: Should You Buy?,Ovintiv (OVV) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Energy
CNQ,Canadian Natural Resources (TSE:CNQ) Is Doing The Right Things To Multiply Its Share Price,"To find a multi-bagger stock, what are the underlying trends we should look for in a business? In a perfect world, we'd...",Energy
CNQ,What is an Annuity for Retirement? 15 Dividend Stocks to Buy Instead,"In this article, we discuss what is an annuity for retirement and 15 dividend stocks to buy instead. You can skip our detailed analysis on the subject, and go directly to read What is an Annuity for Retirement? 5 Dividend Stocks to Buy Instead. For many Americans approaching retirement age, one of the most significant […]",Energy
CNQ,Canadian Natural Resources (CNQ) Advances While Market Declines: Some Information for Investors,"In the most recent trading session, Canadian Natural Resources (CNQ) closed at $77.34, indicating a +0.56% shift from the previous trading day.",Energy
CNQ,Earnings Preview: Canadian Natural Resources (CNQ) Q1 Earnings Expected to Decline,Canadian Natural Resources (CNQ) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Energy
CNQ,"The Zacks Analyst Blog Highlights Meta Platforms, Elevance Health, Canadian Natural Resources, The Coca-Cola and The Progressive","Meta Platforms, Elevance Health, Canadian Natural Resources, The Coca-Cola and The Progressive are part of the Zacks top Analyst Blog",Energy
CNQ,14 Dividend Growth Stocks with Highest Growth Rates,"In this article, we discuss 14 dividend growth stocks with highest growth rates. You can skip our detailed analysis of dividend growth stocks and their overall performance, and go directly to read 5 Dividend Growth Stocks with Highest Growth Rates. According to a report by ProShares, the S&P 500 Dividend Aristocrats Index, which tracks the […]",Energy
CNQ,"Top Research Reports for Meta Platforms, Elevance Health & Canadian Natural Resources","Today's Research Daily features new research reports on 16 major stocks, including Meta Platforms, Inc. (META), Elevance Health, Inc. (ELV) and Canadian Natural Resources Limited (CNQ).",Energy
CNQ,"Canadian Natural Resources' ""Outperform"" Rating, $120 Price Target Maintained by RBC Capital Markets","Canadian Natural Resources' ""Outperform"" Rating, $120 Price Target Maintained by RBC Capital Markets",Energy
KMI,Kinder Morgan (NYSE:KMI) Is Due To Pay A Dividend Of $0.2925,"The board of Kinder Morgan, Inc. ( NYSE:KMI ) has announced that it will pay a dividend on the 15th of May, with...",Energy
KMI,This 4%-Yielding Dividend Stock Continues to Provide a Safe Haven From Market Storms,"Tariffs could cause a severe economic downturn, depending on who you listen to. Its resiliency during turbulent times and high-yielding dividend make it a safe haven during market storms. ""Obviously, we are going through turbulent times, with some voicing fears of an economic downturn,"" stated Richard Kinder, Kinder Morgan's co-founder and executive chairman, in the company's recent first-quarter earnings report.",Energy
KMI,"Kinder Morgan Keeps Outlook Steady, Sees Natural Gas Demand Booming","Despite minor earnings miss, Kinder Morgan remains optimistic on LNG demand and says most project costs are shielded from tariffs",Energy
KMI,"Kinder Morgan Sees Strong Gas Market, Despite Political Noise","Kinder Morgan is undeterred by “perceived ups and downs” in the natural gas market, said Executive Chairman Rich Kinder during the company’s first earnings call of 2025.",Energy
KMI,Kinder Morgan (NYSE:KMI) Reports Q1 Sales Growth But Decline In Net Income,"Kinder Morgan (NYSE:KMI) recently announced its first-quarter 2025 earnings report, highlighting a year-over-year sales increase of USD 399 million. Despite the revenue rise, net income saw a 29 million decline, with earnings per share dipping by 1 cent. Over the last week, the company's stock price moved 2.67%, contrasting slightly with the broader market's 3% downturn. While the company's sales growth may have provided some support, overall market conditions, including concerns about...",Energy
KMI,Kinder Morgan Bullish on Natural Gas: Time to Bet on AR & RRC?,"Given the favorable pricing environment for natural gas, incentives to explore and produce more of it will rise. Can Range Resources and Antero Resources gain?",Energy
KMI,Q1 2025 Kinder Morgan Inc Earnings Call,Q1 2025 Kinder Morgan Inc Earnings Call,Energy
KMI,"Kinder Morgan Q1 Earnings Miss Estimates, Revenues Increase Y/Y","KMI Q1 earnings suffer due to a planned facility turnaround and higher operating costs, partly offset by gains in Natural Gas Pipelines, CO2 and Terminals segments.",Energy
KMI,"An Intrinsic Calculation For Kinder Morgan, Inc. (NYSE:KMI) Suggests It's 35% Undervalued",Key Insights The projected fair value for Kinder Morgan is US$41.65 based on 2 Stage Free Cash Flow to Equity Kinder...,Energy
KMI,Kinder Morgan Inc (KMI) Q1 2025 Earnings Call Highlights: Navigating Growth Amid Market Volatility,"Kinder Morgan Inc (KMI) reports record natural gas demand and a robust project backlog, while addressing challenges in net income and gathering volumes.",Energy
KMI,Kinder Morgan (KMI) Lags Q1 Earnings Estimates,"Kinder Morgan (KMI) delivered earnings and revenue surprises of -2.86% and 2.53%, respectively, for the quarter ended March 2025. Do the numbers hold clues to what lies ahead for the stock?",Energy
KMI,Kinder Morgan: Q1 Earnings Snapshot,"The Houston-based company said it had profit of 32 cents per share. Earnings, adjusted for non-recurring costs, came to 34 cents per share. The results missed Wall Street expectations.",Energy
KMI,Kinder Morgan maintains annual profit forecast on soaring natgas demand,"U.S. pipeline and terminal operator Kinder Morgan left its annual profit forecast unchanged on Wednesday, as it continued to bank on demand increase for natural gas even as President Donald Trump's sweeping tariffs sparked uncertainty across the energy industry. While Kinder Morgan does not expect tariffs to have a significant impact on project economics, it said the uncertainty sparked by them, along with commodity prices, caused the company to be ""a little bit more conservative"" in communicating its annual outlook. It expects to post an adjusted profit of $1.27 per share in 2025.",Energy
KMI,Venture Global's Calcasieu Pass Facility Enters Commercial Operations,"VG's Calcasieu Pass LNG export facility consists of mid-scale, modular liquefaction trains and supporting infrastructure to process natural gas for transportation.",Energy
KMI,Enstor receives FERC approval for Mississippi Hub expansion,"Enstor has accepted the FERC certificate, marking a significant milestone for the Mississippi Hub Expansion Project, which is expected to be operational by 2028.",Energy
KMI,Is Kinder Morgan Poised for a Beat in First-Quarter Earnings?,"Trade tensions and weak energy demand might have hurt KMI's Q1 performance, dragging pipeline volumes and putting pressure on project timelines and operating margins.",Energy
KMI,"Eni Hits 100 LNG Cargo Milestone Off Mozambique Coast, Africa","E's Coral South FLNG off Mozambique ships its 100th LNG cargo, boosting local job creation, SME growth and Mozambique's global energy presence.",Energy
KMI,Ecopetrol Warns of Significant Hit to Profits Amid Lower Oil Price,"EC mentions that if oil prices continue to slip, it may have to cease production in some fields and focus on assets having lower costs.",Energy
KMI,Stay Ahead of the Game With Kinder Morgan (KMI) Q1 Earnings: Wall Street's Insights on Key Metrics,"Besides Wall Street's top -and-bottom-line estimates for Kinder Morgan (KMI), review projections for some of its key metrics to gain a deeper understanding of how the company might have fared during the quarter ended March 2025.",Energy
KMI,"Kinder Morgan Insiders Sell US$31m Of Stock, Possibly Signalling Caution","In the last year, many Kinder Morgan, Inc. ( NYSE:KMI ) insiders sold a substantial stake in the company which may have...",Energy
KMI,Subsea7 Awards Multi-Year Extension for Seven Viking Subsea Vessel,SUBCY awards contract extension to Eidesvik Seven Chartering's Seven Viking. This is expected to prolong the vessel's stay with Subsea7 through 2026 and 2027.,Energy
KMI,Eni to Invest 24B Euros to Boost North Africa's Energy Production,"E's investment aligns with the Roman government's Mattei Plan, which aims to strengthen Rome's relations with Africa.",Energy
KMI,Kinder Morgan (KMI) Stock Moves -1.75%: What You Should Know,"In the latest trading session, Kinder Morgan (KMI) closed at $25.79, marking a -1.75% move from the previous day.",Energy
KMI,"TC Energy Reports ANR Pipeline Leak, Warns Gas Outage May Last Days","TRP shuts down ANR pipeline system over a leakage identified near Fennville, MI, which transports over 10 billion cubic feet of gas per day.",Energy
KMI,Eni Expects Plenitude Valuation to Cross $11B Amid Strong Demand,"E plans to sell another stake in Plenitude, aiming for a valuation above $11 billion as investor interest stays strong.",Energy
KMI,Kinder Morgan (KMI) Earnings Expected to Grow: What to Know Ahead of Q1 Release,Kinder Morgan (KMI) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Energy
KMI,"Is Kinder Morgan, Inc.'s (NYSE:KMI) ROE Of 8.5% Concerning?",Many investors are still learning about the various metrics that can be useful when analysing a stock. This article is...,Energy
KMI,Kinder Morgan (KMI) Rises As Market Takes a Dip: Key Facts,"In the closing of the recent trading day, Kinder Morgan (KMI) stood at $25.37, denoting a +0.32% change from the preceding trading day.",Energy
KMI,"Matador Divests South Texas Assets, Strengthens Balance Sheet","MTDR exits the Eagle Ford Basin through the divestment of remaining acreage and producing assets in the La Salle, Karnes and Atascosa Counties in South Texas.",Energy
KMI,These 2 Oils-Energy Stocks Could Beat Earnings: Why They Should Be on Your Radar,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,Energy
KMI,Stock Market Crash: The Best Dividend Stocks to Buy Right Now,"Brutal stock market sell-offs can create lucrative opportunities for investors with clear minds and steady hearts. Dividend stocks can be particularly attractive investments in bear markets, as the passive income they produce can help to offset share price declines. To aid your search for these wealth builders, here are two rock-solid dividend stocks for your consideration.",Energy
KMI,Kinder Morgan (NYSE:KMI) Sees 5% Drop Over Last Month Amid Broader Market Declines,"In recent market news, the major U.S. stock indexes experienced significant declines due to concerns over new tariffs, with the Nasdaq entering a bear market. Amid this backdrop, Kinder Morgan (NYSE:KMI) saw its share price decline by 5.39% over the past month. This price movement aligns with broader market trends, particularly affecting energy stocks due to falling oil prices and increasing economic uncertainties from global trade tensions. The broader markets' significant drops, such as the...",Energy
KMI,VAL's Jack-Up Rig to Commence New Drilling Program Offshore Australia,Valaris' jack-up rig is scheduled to undertake a drilling operation at the Montara field.,Energy
KMI,Here's What To Make Of Kinder Morgan's (NYSE:KMI) Decelerating Rates Of Return,"Did you know there are some financial metrics that can provide clues of a potential multi-bagger? Firstly, we'll want...",Energy
KMI,RPC Expands Permian Reach With $245M Pintail Acquisition,"RES strengthens its Permian Basin footprint with the $245M acquisition of Pintail Completions, adding a leading wireline service provider to its oilfield services portfolio.",Energy
KMI,"Petrofac Secures New Contracts, Reports $500 Million in Awards","POFCY's Asset Solutions division expands in core markets and targeted locations such as the U.K., Europe, the Middle East, Africa, Asia and the United States.",Energy
KMI,"Kinder Morgan, Inc. (KMI) Is a Trending Stock: Facts to Know Before Betting on It","Kinder Morgan (KMI) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",Energy
KMI,Goldman Sachs Forecasts High Gas Prices And LNG Demand Drive Kinder Morgan's Revenue,"Goldman Sachs analyst John Mackay reiterated a Buy rating on Thursday on the shares of Kinder Morgan Inc (NYSE:KMI) with a price forecast of $31.00. The analyst anticipates first-quarter EBITDA of $2.18 billion, slightly above consensus estimates of $2.14 billion and company guidance of $2.17 billion. Analysts project EBDA of $1.54 billion in the first-quarter, up from $1.43 billion in fourth-quarter FY24, driven by contributions from the Outrigger acquisition, higher natural gas prices, and sea",Energy
KMI,Investors in Kinder Morgan (NYSE:KMI) have seen stellar returns of 207% over the past five years,"When you buy a stock there is always a possibility that it could drop 100%. But on the bright side, if you buy shares...",Energy
KMI,What Makes Kinder Morgan (KMI) a Strong Momentum Stock: Buy Now?,Does Kinder Morgan (KMI) have what it takes to be a top stock pick for momentum investors? Let's find out.,Energy
KMI,Kinder Morgan (KMI) Exceeds Market Returns: Some Facts to Consider,"Kinder Morgan (KMI) closed the most recent trading day at $28.83, moving +0.42% from the previous trading session.",Energy
KMI,Brookfield Infrastructure Partners agrees to sell remaining stake in NGPL,"Following the completion of the deal, ArcLight funds will hold a 62.5% stake in NGPL Holdings.",Energy
KMI,This Magnificent 4.9%-Yielding Dividend Stock Continues to Cash in on This Smart Strategy,It has delivered an impressive 9% compound annual dividend growth rate during that period. Fueling the company's dividend has been its ability to grow its business through organic investment and accretive acquisitions. One crucial factor supporting its ability to continue investing in growing its business is its smart capital recycling strategy.,Energy
KMI,Why You Shouldn't Bet Against Kinder Morgan (KMI) Stock,"Kinder Morgan (KMI) has seen solid earnings estimate revision activity over the past month, and belongs to a strong industry as well.",Energy
KMI,"Kinder Morgan, Inc.'s (NYSE:KMI) high institutional ownership speaks for itself as stock continues to impress, up 5.7% over last week",Key Insights Significantly high institutional ownership implies Kinder Morgan's stock price is sensitive to their...,Energy
KMI,Kinder Morgan (KMI) Rises Higher Than Market: Key Facts,"In the latest trading session, Kinder Morgan (KMI) closed at $27.85, marking a +1.2% move from the previous day.",Energy
KMI,Kinder Morgan (KMI) Stock Moves -0.97%: What You Should Know,"Kinder Morgan (KMI) concluded the recent trading session at $27.52, signifying a -0.97% move from its prior day's close.",Energy
KMI,"Investors Heavily Search Kinder Morgan, Inc. (KMI): Here is What You Need to Know","Kinder Morgan (KMI) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",Energy
KMI,3 Magnificent S&P 500 Dividend Stocks Down More Than 13% to Buy and Hold Forever,"The S&P 500 has sold off in recent weeks, tumbling more than 10% from its peak at one point. Falling stock prices also increase dividend yields, and now's a great time to load up on some high-quality dividend stocks. Kinder Morgan (NYSE: KMI), NextEra Energy (NYSE: NEE), and Prologis (NYSE: PLD) are all currently down more than 13% from their recent peaks.",Energy
KMI,Does Kinder Morgan (NYSE:KMI) Deserve A Spot On Your Watchlist?,"It's common for many investors, especially those who are inexperienced, to buy shares in companies with a good story...",Energy
KMI,TC Energy Expects a Rise in Natural Gas Demand in 10 Years,"TRP projects a 40 bcf/d growth in North America's gas demand over the next decade, fueling plans to expand its pipeline network.",Energy
KMI,"Kinder Morgan Likely to Report ""Strong Start"" to Year With Fiscal Q1 Results, UBS Says","Kinder Morgan (KMI) is likely to report a ""strong start to the year"" when it reports its fiscal Q1 r",Energy
KMI,Possible Bearish Signals With Kinder Morgan Insiders Disposing Stock,"In the last year, many Kinder Morgan, Inc. ( NYSE:KMI ) insiders sold a substantial stake in the company which may have...",Energy
KMI,Kinder Morgan (KMI) Increases Despite Market Slip: Here's What You Need to Know,"In the closing of the recent trading day, Kinder Morgan (KMI) stood at $26.41, denoting a +1.03% change from the preceding trading day.",Energy
KMI,"Read This Before Judging Kinder Morgan, Inc.'s (NYSE:KMI) ROE","One of the best investments we can make is in our own knowledge and skill set. With that in mind, this article will...",Energy
KMI,Kinder Morgan (KMI) Stock Sinks As Market Gains: Here's Why,"Kinder Morgan (KMI) closed the most recent trading day at $26.73, moving -0.96% from the previous trading session.",Energy
KMI,"Here is What to Know Beyond Why Kinder Morgan, Inc. (KMI) is a Trending Stock","Kinder Morgan (KMI) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",Energy
KMI,Barclays upgrades Kinder Morgan on natural gas tailwinds,"Investing.com -- Barclays upgraded Kinder Morgan Inc (NYSE:KMI) to Overweight on structural tailwinds in natural gas demand and the company's strong infrastructure position.“We view KMI as poised to benefit from a constructive fundamental outlook for natural gas, with critical infrastructure assets largely backed by take-or-pay/fee-based contracts across multiple commodity value chains and regions,” analyst at Barclays said. The firm raised its price target to $31, highlighting KMI’s key role in",Energy
KMI,Returns On Capital At Kinder Morgan (NYSE:KMI) Have Hit The Brakes,"To find a multi-bagger stock, what are the underlying trends we should look for in a business? One common approach is...",Energy
KMI,"Kinder Morgan, Inc. (KMI): Among the Best LNG and LNG Shipping Stocks to Buy According to Analysts","We recently compiled a list of the 10 Best LNG and LNG Shipping Stocks to Buy According to Analysts. In this article, we are going to take a look at where Kinder Morgan, Inc. (NYSE:KMI) stands against the other stocks. The global market for Liquefied Natural Gas (LNG), with the support of secure energy and industrial demand, […]",Energy
KMI,"Delek Q4 Loss Narrower Than Expected, Revenues Lag Estimates","DK expects a total crude throughput of 255,000-269,000 barrels per day and a total throughput of 278,000-292,000 barrels per day in the first quarter of 2025.",Energy
KMI,Ovintiv's Q4 Earnings Surpass Estimates and Revenues Miss,OVV expects capital expenditure in the range of $600-$650 million for the first quarter of 2025 and between $2.15 billion and $2.25 billion for the full year.,Energy
KMI,Why the Market Dipped But Kinder Morgan (KMI) Gained Today,"Kinder Morgan (KMI) closed at $26.21 in the latest trading session, marking a +0.15% move from the prior day.",Energy
KMI,"Kinder Morgan, Inc.'s (NYSE:KMI) Intrinsic Value Is Potentially 28% Above Its Share Price",Key Insights The projected fair value for Kinder Morgan is US$33.53 based on 2 Stage Free Cash Flow to Equity Kinder...,Energy
KMI,"Coterra's Q4 Earnings Beat Estimates, Revenues Miss, Dividend Raised",CTRA anticipates its capital expenditure budget between $2.1 billion and $2.4 billion for 2025 and in the range of $525-$625 million for the first quarter.,Energy
KMI,Cheniere Energy Surpasses Q4 Earnings and Revenue Estimates,"LNG beats Q4 estimates, driven by strong LNG shipments. Revenues hit $4.4B and guidance for 2025 remains strong.",Energy
KMI,"ProPetro Q4 Earnings Match Estimates, Revenues Beat, Expenses Down","PUMP expects its 2025 capital expenditures to be between $300 million and $400 million, with 14 to 15 active frac fleets operating in the first quarter.",Energy
KMI,Investors in Kinder Morgan (NYSE:KMI) have seen respectable returns of 85% over the past three years,"It might be of some concern to shareholders to see the Kinder Morgan, Inc. ( NYSE:KMI ) share price down 13% in the...",Energy
KMI,Kinder Morgan (KMI) Stock Moves -0.68%: What You Should Know,"Kinder Morgan (KMI) closed at $26.41 in the latest trading session, marking a -0.68% move from the prior day.",Energy
KMI,'Northern Leg' to Trans Mountain pipeline attracts interest amid brewing trade war,Sources say long-shelved project gaining attention as way to get more oil to Asian markets and reduce dependency on U.S.,Energy
KMI,Why Is Kinder Morgan (KMI) Down 12.8% Since Last Earnings Report?,Kinder Morgan (KMI) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,Energy
KMI,"Oceaneering's Q4 Earnings Miss Estimates, Revenues Beat","OII expects net income to be between $160 million and $190 million, with consolidated EBITDA between $380 million and $430 million for 2025.",Energy
KMI,"Northern's Q4 Earnings Lag Estimates, Revenues Increase Y/Y","NOG expects annual oil production in the range of 75,000-79,000 barrels per day and total production in the band of 130,000-135,000 Boe/d for 2025.",Energy
KMI,Kinder Morgan (KMI) Suffers a Larger Drop Than the General Market: Key Insights,"In the most recent trading session, Kinder Morgan (KMI) closed at $26.59, indicating a -1.12% shift from the previous trading day.",Energy
KMI,"Is Trending Stock Kinder Morgan, Inc. (KMI) a Buy Now?","Zacks.com users have recently been watching Kinder Morgan (KMI) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",Energy
KMI,"Magnolia Q4 Earnings & Revenues Beat Estimates, Dividend Raised","MGY expects $135 million capital in drilling and completion in the first quarter of 2025, with an anticipated production of 94 Mboe/d.",Energy
KMI,"Transocean Incurs Loss in Fourth Quarter, Misses on Revenues",RIG expects first-quarter operating & maintenance expenses to be in the band of $610-$630 million. General & administrative expenses are anticipated to be in the $50-$55 million range.,Energy
KMI,Outrigger Energy II completes Williston Basin midstream system sale,"The system is supported by long-term, fee-based contracts with several operators in the region.",Energy
